,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Major Group,ISCO Minor Code (TR),"Match Score (Exact = 1, Similar = 2) ",Matched to title instead of direct title,He/She is a <occupation>. / O bir <meslek>.,He/She is a <adj> <occupation>. / O <adj> bir <occupation>.,,,
43-5111,43,5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,4321.3,4,Ölçü Tespit Elemanı,1,Y,O bir ölçü tespit elemanı.,O çok iyi bir ölçü tespit elemanı.,O iyi bir ölçü tespit elemanı.,O kötü bir ölçü tespit elemanı.,O çok kötü bir ölçü tespit elemanı.
43-6011,43,6011,Executive Secretaries and Executive Administrative Assistants,Executive Assistant,3343.06,3,Yönetici Asistan,1,,O bir yönetici asistan.,O çok iyi bir yönetici asistan.,O iyi bir yönetici asistan.,O kötü bir yönetici asistan.,O çok kötü bir yönetici asistan.
43-6011,43,6011,Executive Secretaries and Executive Administrative Assistants,,3343.06,3,Yönetici Sekreter,1,Y,O bir yönetici sekreter.,O çok iyi bir yönetici sekreter.,O iyi bir yönetici sekreter.,O kötü bir yönetici sekreter.,O çok kötü bir yönetici sekreter.
43-6012,43,6012,Legal Secretaries and Administrative Assistants,Law Secretary,3342.01,3,Hukuk Sekreteri,1,,O bir hukuk sekreteri.,O çok iyi bir hukuk sekreteri.,O iyi bir hukuk sekreteri.,O kötü bir hukuk sekreteri.,O çok kötü bir hukuk sekreteri.
43-6013,43,6013,Medical Secretaries and Administrative Assistants,Dental Secretary,3344.07,3,Diş Hekimi Sekreteri,1,,O bir diş hekimi sekreteri.,O çok iyi bir diş hekimi sekreteri.,O iyi bir diş hekimi sekreteri.,O kötü bir diş hekimi sekreteri.,O çok kötü bir diş hekimi sekreteri.
43-6013,43,6013,Medical Secretaries and Administrative Assistants,,3344.01,3,Tıbbi Sekreter,1,Y,O bir tıbbi sekreter.,O çok iyi bir tıbbi sekreter.,O iyi bir tıbbi sekreter.,O kötü bir tıbbi sekreter.,O çok kötü bir tıbbi sekreter.
43-6014,43,6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office Secretary,1211.09,1,Şirket Genel Sekreteri,1,,O bir şirket genel sekreteri.,O çok iyi bir şirket genel sekreteri.,O iyi bir şirket genel sekreteri.,O kötü bir şirket genel sekreteri.,O çok kötü bir şirket genel sekreteri.
43-6014,43,6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,4120.02,4,Sekreter,1,Y,O bir sekreter.,O çok iyi bir sekreter.,O iyi bir sekreter.,O kötü bir sekreter.,O çok kötü bir sekreter.
43-9021,43,9021,Data Entry Keyers,Data Entry Clerk,4132.1,4,Veri Giriş Elemanı,1,,O bir veri giriş elemanı.,O çok iyi bir veri giriş elemanı.,O iyi bir veri giriş elemanı.,O kötü bir veri giriş elemanı.,O çok kötü bir veri giriş elemanı.
43-9021,43,9021,Data Entry Keyers,Key Punch Operator,4132.03,4,Kart Delme Makinesi Operatörü,1,,O bir kart delme makinesi operatörü.,O çok iyi bir kart delme makinesi operatörü.,O iyi bir kart delme makinesi operatörü.,O kötü bir kart delme makinesi operatörü.,O çok kötü bir kart delme makinesi operatörü.
43-9022,43,9022,Word Processors and Typists,Typist,4131.01,4,Daktilograf,1,,O bir daktilograf.,O çok iyi bir daktilograf.,O iyi bir daktilograf.,O kötü bir daktilograf.,O çok kötü bir daktilograf.
43-9031,43,9031,Desktop Publishers,,7322.06,7,Masaüstü Yayıncı,1,Y,O bir masaüstü yayıncı.,O çok iyi bir masaüstü yayıncı.,O iyi bir masaüstü yayıncı.,O kötü bir masaüstü yayıncı.,O çok kötü bir masaüstü yayıncı.
43-9041,43,9041,Insurance Claims and Policy Processing Clerks,Insurance Clerk,4211.12,4,Sigortacılık Meslek Elemanı,1,,O bir sigortacılık meslek elemanı.,O çok iyi bir sigortacılık meslek elemanı.,O iyi bir sigortacılık meslek elemanı.,O kötü bir sigortacılık meslek elemanı.,O çok kötü bir sigortacılık meslek elemanı.
43-9051,43,9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",Packaging Clerk,9321.15,9,Paketleme işçisi,1,,O bir paketleme işçisi.,O çok iyi bir paketleme işçisi.,O iyi bir paketleme işçisi.,O kötü bir paketleme işçisi.,O çok kötü bir paketleme işçisi.
43-9061,43,9061,"Office Clerks, General",Administrative Clerk,4110.1,4,idari Büro Görevlisi,1,,O bir idari büro görevlisi.,O çok iyi bir idari büro görevlisi.,O iyi bir idari büro görevlisi.,O kötü bir idari büro görevlisi.,O çok kötü bir idari büro görevlisi.
43-9061,43,9061,"Office Clerks, General",Office Clerk,4110.03,4,Büro Memuru,1,,O bir büro memuru.,O çok iyi bir büro memuru.,O iyi bir büro memuru.,O kötü bir büro memuru.,O çok kötü bir büro memuru.
43-9061,43,9061,"Office Clerks, General",Real Estate Clerk,3334.02,3,Emlak Ve Emlak Yönetimi Meslek Elemanı,1,,O bir emlak ve emlak yönetimi meslek elemanı.,O çok iyi bir emlak ve emlak yönetimi meslek elemanı.,O iyi bir emlak ve emlak yönetimi meslek elemanı.,O kötü bir emlak ve emlak yönetimi meslek elemanı.,O çok kötü bir emlak ve emlak yönetimi meslek elemanı.
43-9071,43,9071,"Office Machine Operators, Except Computer",,4415.02,4,Büro Makinesi Operatörü ,1,Y,O bir büro makinesi operatörü.,O çok iyi bir büro makinesi operatörü.,O iyi bir büro makinesi operatörü.,O kötü bir büro makinesi operatörü.,O çok kötü bir büro makinesi operatörü.
43-9071,43,9071,"Office Machine Operators, Except Computer",Copy Machine Operator,7322.42,7,Fotokopi Makinesi Operatörü,1,,O bir fotokopi makinesi operatörü.,O çok iyi bir fotokopi makinesi operatörü.,O iyi bir fotokopi makinesi operatörü.,O kötü bir fotokopi makinesi operatörü.,O çok kötü bir fotokopi makinesi operatörü.
43-9071,43,9071,"Office Machine Operators, Except Computer",Duplicating Machine Operator,7322.52,7,Teksir Makinesi Operatörü,1,,O bir teksir makinesi operatörü.,O çok iyi bir teksir makinesi operatörü.,O iyi bir teksir makinesi operatörü.,O kötü bir teksir makinesi operatörü.,O çok kötü bir teksir makinesi operatörü.
43-9081,43,9081,Proofreaders and Copy Markers,Format Proofreader,2642.08,2,Basın Yayın Düzeltmen,1,,O bir basın yayın düzeltmen.,O çok iyi bir basın yayın düzeltmen.,O iyi bir basın yayın düzeltmen.,O kötü bir basın yayın düzeltmen.,O çok kötü bir basın yayın düzeltmen.
43-9081,43,9081,Proofreaders and Copy Markers,Proofreader,4413.02,4,Musahhih,1,,O bir musahhih.,O çok iyi bir musahhih.,O iyi bir musahhih.,O kötü bir musahhih.,O çok kötü bir musahhih.
43-9111,43,9111,Statistical Assistants,Statistical Clerk,4312.03,4,istatistik Büro Elemanı,1,,O bir istatistik büro elemanı.,O çok iyi bir istatistik büro elemanı.,O iyi bir istatistik büro elemanı.,O kötü bir istatistik büro elemanı.,O çok kötü bir istatistik büro elemanı.
43-9199,43,9199,"Office and Administrative Support Workers, All Other",Notary Public,2619.02,2,Noter,1,,O bir noter.,O çok iyi bir noter.,O iyi bir noter.,O kötü bir noter.,O çok kötü bir noter.
45-1011,45,1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,1312.02,1,Balıkçılık Yönetici,1,Y,O bir balıkçılık yönetici.,O çok iyi bir balıkçılık yönetici.,O iyi bir balıkçılık yönetici.,O kötü bir balıkçılık yönetici.,O çok kötü bir balıkçılık yönetici.
45-1011,45,1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Farm Supervisor,6130.05,6,Çiftlik Nezaretçisi,1,,O bir çiftlik nezaretçisi.,O çok iyi bir çiftlik nezaretçisi.,O iyi bir çiftlik nezaretçisi.,O kötü bir çiftlik nezaretçisi.,O çok kötü bir çiftlik nezaretçisi.
45-1011,45,1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,1311.06,1,Ormancılık Yönetici,1,Y,O bir ormancılık yönetici.,O çok iyi bir ormancılık yönetici.,O iyi bir ormancılık yönetici.,O kötü bir ormancılık yönetici.,O çok kötü bir ormancılık yönetici.
45-1011,45,1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Logging Crew Supervisor,1311.06,1,Tomrukçuluk Yönetici ,1,,O bir tomrukçuluk yönetici.,O çok iyi bir tomrukçuluk yönetici.,O iyi bir tomrukçuluk yönetici.,O kötü bir tomrukçuluk yönetici.,O çok kötü bir tomrukçuluk yönetici.
45-2011,45,2011,Agricultural Inspectors,Milk Tester,7513.15,7,Süt Kabul işçisi,2,,O bir süt kabul işçisi.,O çok iyi bir süt kabul işçisi.,O iyi bir süt kabul işçisi.,O kötü bir süt kabul işçisi.,O çok kötü bir süt kabul işçisi.
45-2011,45,2011,Agricultural Inspectors,Wheat Inspector,7515.08,7,Buğday Eksperi,1,,O bir buğday eksperi.,O çok iyi bir buğday eksperi.,O iyi bir buğday eksperi.,O kötü bir buğday eksperi.,O çok kötü bir buğday eksperi.
45-2021,45,2021,Animal Breeders,,3142.62,3,Hayvan Yetiştiricisi,1,Y,O bir hayvan yetiştiricisi.,O çok iyi bir hayvan yetiştiricisi.,O iyi bir hayvan yetiştiricisi.,O kötü bir hayvan yetiştiricisi.,O çok kötü bir hayvan yetiştiricisi.
45-2021,45,2021,Animal Breeders,Dairy Husbandry Worker,6121.03,6,Süt Hayvanları Yetiştiricisi,1,,O bir süt hayvanları yetiştiricisi.,O çok iyi bir süt hayvanları yetiştiricisi.,O iyi bir süt hayvanları yetiştiricisi.,O kötü bir süt hayvanları yetiştiricisi.,O çok kötü bir süt hayvanları yetiştiricisi.
45-2021,45,2021,Animal Breeders,Dog Breeder,6121.2,6,Köpek Yetiştiricisi,1,,O bir köpek yetiştiricisi.,O çok iyi bir köpek yetiştiricisi.,O iyi bir köpek yetiştiricisi.,O kötü bir köpek yetiştiricisi.,O çok kötü bir köpek yetiştiricisi.
45-2021,45,2021,Animal Breeders,Equine Breeder,6121.17,6,Seyis,1,,O bir seyis.,O çok iyi bir seyis.,O iyi bir seyis.,O kötü bir seyis.,O çok kötü bir seyis.
45-2021,45,2021,Animal Breeders,Horse Breeder,6121.19,6,At Yetiştiricisi,1,,O bir at yetiştiricisi.,O çok iyi bir at yetiştiricisi.,O iyi bir at yetiştiricisi.,O kötü bir at yetiştiricisi.,O çok kötü bir at yetiştiricisi.
45-2021,45,2021,Animal Breeders,Livestock Breeder,3142.14,3,Besicilik Teknikeri,2,,O bir besicilik teknikeri.,O çok iyi bir besicilik teknikeri.,O iyi bir besicilik teknikeri.,O kötü bir besicilik teknikeri.,O çok kötü bir besicilik teknikeri.
45-2021,45,2021,Animal Breeders,Poultry Inseminator,6122.09,6,Yumurtacı Tavuk Yetiştiricisi,2,,O bir yumurtacı tavuk yetiştiricisi.,O çok iyi bir yumurtacı tavuk yetiştiricisi.,O iyi bir yumurtacı tavuk yetiştiricisi.,O kötü bir yumurtacı tavuk yetiştiricisi.,O çok kötü bir yumurtacı tavuk yetiştiricisi.
45-2041,45,2041,"Graders and Sorters, Agricultural Products",Fruit Sorter,7514.02,7,Meyve Yıkama Ve Ayıklama işçisi,1,,O bir meyve yıkama ve ayıklama işçisi.,O çok iyi bir meyve yıkama ve ayıklama işçisi.,O iyi bir meyve yıkama ve ayıklama işçisi.,O kötü bir meyve yıkama ve ayıklama işçisi.,O çok kötü bir meyve yıkama ve ayıklama işçisi.
45-2041,45,2041,"Graders and Sorters, Agricultural Products",Peanut Grader,7515.04,7,Yer Fıstığı Eksperi,1,,O bir yer fıstığı eksperi.,O çok iyi bir yer fıstığı eksperi.,O iyi bir yer fıstığı eksperi.,O kötü bir yer fıstığı eksperi.,O çok kötü bir yer fıstığı eksperi.
45-2041,45,2041,"Graders and Sorters, Agricultural Products",Vegetable Sorter,7514.02,7,Sebze Yıkama Ve Ayıklama işçisi,1,,O bir sebze yıkama ve ayıklama işçisi.,O çok iyi bir sebze yıkama ve ayıklama işçisi.,O iyi bir sebze yıkama ve ayıklama işçisi.,O kötü bir sebze yıkama ve ayıklama işçisi.,O çok kötü bir sebze yıkama ve ayıklama işçisi.
45-2091,45,2091,Agricultural Equipment Operators,Combine Operator,8341.09,8,Biçerdöver Operatörü,1,,O bir biçerdöver operatörü.,O çok iyi bir biçerdöver operatörü.,O iyi bir biçerdöver operatörü.,O kötü bir biçerdöver operatörü.,O çok kötü bir biçerdöver operatörü.
45-2091,45,2091,Agricultural Equipment Operators,Corn Detasseler Machine Operator,8161.65,8,Mısır işleme Operatörü,2,,O bir mısır işleme operatörü.,O çok iyi bir mısır işleme operatörü.,O iyi bir mısır işleme operatörü.,O kötü bir mısır işleme operatörü.,O çok kötü bir mısır işleme operatörü.
45-2091,45,2091,Agricultural Equipment Operators,Cotton Ginner,8151.5,8,Çırçır Makinesi Operatörü,1,,O bir çırçır makinesi operatörü.,O çok iyi bir çırçır makinesi operatörü.,O iyi bir çırçır makinesi operatörü.,O kötü bir çırçır makinesi operatörü.,O çok kötü bir çırçır makinesi operatörü.
45-2091,45,2091,Agricultural Equipment Operators,Cotton Picker Operator,8341.05,8,Pamuk Toplama Makinesi Operatörü,1,,O bir pamuk toplama makinesi operatörü.,O çok iyi bir pamuk toplama makinesi operatörü.,O iyi bir pamuk toplama makinesi operatörü.,O kötü bir pamuk toplama makinesi operatörü.,O çok kötü bir pamuk toplama makinesi operatörü.
45-2091,45,2091,Agricultural Equipment Operators,Hay Baler,9321.11,9,Balyacı,1,,O bir balyacı.,O çok iyi bir balyacı.,O iyi bir balyacı.,O kötü bir balyacı.,O çok kötü bir balyacı.
45-2091,45,2091,Agricultural Equipment Operators,Tractor Operator,8332.15,8,Terminal Traktör Operatörü,2,,O bir terminal traktör operatörü.,O çok iyi bir terminal traktör operatörü.,O iyi bir terminal traktör operatörü.,O kötü bir terminal traktör operatörü.,O çok kötü bir terminal traktör operatörü.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,6130.02,6,Çiftlik işçisi,1,Y,O bir çiftlik işçisi.,O çok iyi bir çiftlik işçisi.,O iyi bir çiftlik işçisi.,O kötü bir çiftlik işçisi.,O çok kötü bir çiftlik işçisi.
,#VALUE!,,Greenhouse,,6113.06,6,Seracı,1,Y,O bir seracı.,O çok iyi bir seracı.,O iyi bir seracı.,O kötü bir seracı.,O çok kötü bir seracı.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Carrot Harvester,6111.44,6,Havuç Yetiştiricisi,1,,O bir havuç yetiştiricisi.,O çok iyi bir havuç yetiştiricisi.,O iyi bir havuç yetiştiricisi.,O kötü bir havuç yetiştiricisi.,O çok kötü bir havuç yetiştiricisi.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,9213.06,9,Bitkisel Üretim Tarım işçisi,1,Y,O bir bitkisel üretim tarım işçisi.,O çok iyi bir bitkisel üretim tarım işçisi.,O iyi bir bitkisel üretim tarım işçisi.,O kötü bir bitkisel üretim tarım işçisi.,O çok kötü bir bitkisel üretim tarım işçisi.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Harvest Worker,9213.04,9,Hasat işçisi,1,,O bir hasat işçisi.,O çok iyi bir hasat işçisi.,O iyi bir hasat işçisi.,O kötü bir hasat işçisi.,O çok kötü bir hasat işçisi.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Orchard Worker,6112.16,6,Meyve Bahçesi işçisi,1,,O bir meyve bahçesi işçisi.,O çok iyi bir meyve bahçesi işçisi.,O iyi bir meyve bahçesi işçisi.,O kötü bir meyve bahçesi işçisi.,O çok kötü bir meyve bahçesi işçisi.
45-2092,45,2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Vineyard Tender,6113.2,6,Bağ Budama işçisi,1,,O bir bağ budama işçisi.,O çok iyi bir bağ budama işçisi.,O iyi bir bağ budama işçisi.,O kötü bir bağ budama işçisi.,O çok kötü bir bağ budama işçisi.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Aquaculture Worker,6221.05,6,Su Ürünleri işlemecisi,1,,O bir su ürünleri işlemecisi.,O çok iyi bir su ürünleri işlemecisi.,O iyi bir su ürünleri işlemecisi.,O kötü bir su ürünleri işlemecisi.,O çok kötü bir su ürünleri işlemecisi.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Barn Worker,9213.01,9,Ahırcı (Hayvan Bakan Ve Ahırları Temizleyen),1,,O bir ahırcı (hayvan bakan ve ahırları temizleyen).,O çok iyi bir ahırcı (hayvan bakan ve ahırları temizleyen).,O iyi bir ahırcı (hayvan bakan ve ahırları temizleyen).,O kötü bir ahırcı (hayvan bakan ve ahırları temizleyen).,O çok kötü bir ahırcı (hayvan bakan ve ahırları temizleyen).
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Cattle Driver,6121.22,6,Celep,2,,O bir celep.,O çok iyi bir celep.,O iyi bir celep.,O kötü bir celep.,O çok kötü bir celep.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Chicken Handler,6122.01,6,Kümes Hayvanları Çiftçi,1,,O bir kümes hayvanları çiftçi.,O çok iyi bir kümes hayvanları çiftçi.,O iyi bir kümes hayvanları çiftçi.,O kötü bir kümes hayvanları çiftçi.,O çok kötü bir kümes hayvanları çiftçi.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Goat Herder,6121.12,6,Çoban,1,,O bir çoban.,O çok iyi bir çoban.,O iyi bir çoban.,O kötü bir çoban.,O çok kötü bir çoban.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock Handler,9213.05,9,Çiftlik Hayvanı işçisi,2,,O bir çiftlik hayvanı işçisi.,O çok iyi bir çiftlik hayvanı işçisi.,O iyi bir çiftlik hayvanı işçisi.,O kötü bir çiftlik hayvanı işçisi.,O çok kötü bir çiftlik hayvanı işçisi.
45-2093,45,2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep Shearer,6121.14,6,Kırkıcı,1,,O bir kırkıcı.,O çok iyi bir kırkıcı.,O iyi bir kırkıcı.,O kötü bir kırkıcı.,O çok kötü bir kırkıcı.
45-2099,45,2099,"Agricultural Workers, All Other",,9211.08,9,Tarım işçisi,1,Y,O bir tarım işçisi.,O çok iyi bir tarım işçisi.,O iyi bir tarım işçisi.,O kötü bir tarım işçisi.,O çok kötü bir tarım işçisi.
45-2099,45,2099,"Agricultural Workers, All Other",Irrigation Worker,6111.08,6,Zirai Sulamacı,1,,O bir zirai sulamacı.,O çok iyi bir zirai sulamacı.,O iyi bir zirai sulamacı.,O kötü bir zirai sulamacı.,O çok kötü bir zirai sulamacı.
45-3031,45,3031,Fishing and Hunting Workers,,9216.02,9,Balıkçılık Ve Avcılık işçileri,1,Y,O bir balıkçılık ve avcılık işçileri.,O çok iyi bir balıkçılık ve avcılık işçileri.,O iyi bir balıkçılık ve avcılık işçileri.,O kötü bir balıkçılık ve avcılık işçileri.,O çok kötü bir balıkçılık ve avcılık işçileri.
45-3031,45,3031,Fishing and Hunting Workers,Fishing Boat Captain,6222.01,6,Balıkçı Gemisi Kaptanı,1,,O bir balıkçı gemisi kaptanı.,O çok iyi bir balıkçı gemisi kaptanı.,O iyi bir balıkçı gemisi kaptanı.,O kötü bir balıkçı gemisi kaptanı.,O çok kötü bir balıkçı gemisi kaptanı.
45-3031,45,3031,Fishing and Hunting Workers,Oyster Boat Laborer,6221.02,6,istiridye Çiftliği işçisi,2,,O bir istiridye çiftliği işçisi.,O çok iyi bir istiridye çiftliği işçisi.,O iyi bir istiridye çiftliği işçisi.,O kötü bir istiridye çiftliği işçisi.,O çok kötü bir istiridye çiftliği işçisi.
