2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
43-4161,43,4161,"Human Resources Assistants, Except Payroll and Timekeeping",HR Clerk,4,insan Kaynakları Yönetimi Meslek Elemanı,He's a human resources management professional.,He's a very good human resources management professional.,He's a good human resources management professional.,He's a bad human resources management professional.,He's a terrible human resources management professional.,he,he,he,he,he
43-4161,43,4161,"Human Resources Assistants, Except Payroll and Timekeeping",Personnel Clerk,1,insan Kaynakları Müdür Yardımcısı,He's a vice president of human resources.,He's a very good assistant director of human resources.,He's a good assistant director of human resources.,He's a bad assistant director of human resources.,He's a terrible assistant director of human resources.,he,he,he,he,he
43-4171,43,4171,Receptionists and Information Clerks,Front Desk Receptionist,4,Ön Büro Resepsiyon Görevlisi,He's a front desk receptionist.,He's a very good front desk receptionist.,He's a good front desk receptionist.,He's a bad front desk receptionist.,He's a very bad front desk receptionist.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Airline Reservationist,4,Havayolu Rezervasyon Elemanı,He's an airline booker.,He's a very good airline booker.,He's a good airline booker.,He's a bad airline booker.,He's a terrible airline booker.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Airline Ticket Agent,5,Uçak Bilet Satış Elemanı,He's an airfare salesman.,He's a very good airfare salesman.,He's a good airfare salesman.,He's a bad airfare salesman.,He's a terrible airfare salesman.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Hotel Reservationist,4,Otel Rezervasyon Görevlisi,He's a hotel booker.,He's a very good hotel booker.,He's a good hotel booker.,He's a bad hotel booker.,He's a terrible hotel booker.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation Agent,4,Rezervasyon Elemanı,He's a reservation guy.,He's a very good booking man.,He's a good reservation guy.,He's a bad booking guy.,He's a terrible reservation guy.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Train Reservation Clerk,5,Tren Bilet Satış Elemanı,He's a train ticket salesman.,He's a very good train ticket salesman.,He's a good train ticket salesman.,He's a bad train ticket salesman.,He's a terrible train ticket salesman.,he,he,he,he,he
43-4181,43,4181,Reservation and Transportation Ticket Agents and Travel Clerks,Travel Clerk,4,Turizm Ve Seyahat Hizmetleri Meslek Elemanı,He's a tourism and travel services professional.,He's a very good tourism and travel services professional.,He's a good tourism and travel services professional.,He's a bad tourism and travel services professional.,He's a terrible tourism and travel services professional.,he,he,he,he,he
43-5021,43,5021,Couriers and Messengers,Courier,9,Kurye,He's a courier.,He's a very good courier.,He's a good courier.,He's a bad courier.,He's a terrible courier.,he,he,he,he,he
43-5032,43,5032,"Dispatchers, Except Police, Fire, and Ambulance",Airplane Dispatch Clerk,4,Uçuş Dispeçer Uzmanı,He's a flight dispensary expert.,He's a very good flight dispensary expert.,He's a good flight dispensary expert.,He's a bad flight dispensary expert.,He's a terrible flight dyspectricist.,he,he,he,he,he
43-5032,43,5032,"Dispatchers, Except Police, Fire, and Ambulance",Crew Dispatcher,4,Ekip Tahsis Memuru,He's a team appropriator.,He's a very good team allocation officer.,He's a good team allocation officer.,He's a bad team allocation officer.,He's a very bad team allocation officer.,he,he,he,he,he
43-5032,43,5032,"Dispatchers, Except Police, Fire, and Ambulance",Train Dispatcher,4,Tren Hareket Memuru,He's a train dispatcher.,He's a very good train dispatcher.,He's a good train dispatcher.,He's a bad train dispatcher.,He's a terrible train dispatcher.,he,he,he,he,he
43-5041,43,5041,"Meter Readers, Utilities",Electric Meter Reader,9,Elektrik Sayaç Okuma Elemanı,He's an electric meter reading guy.,He's a very good electric meter reading guy.,He's a good electric meter reading guy.,He's a bad electric meter reading guy.,He's a terrible electric meter reading guy.,he,he,he,he,he
43-5041,43,5041,"Meter Readers, Utilities",Gas Meter Reader,9,Doğal Gaz Sayaç Okuma Elemanı,He's a natural gas meter reading element.,He's a very good natural gas meter reading element.,He's a good natural gas meter reading guy.,He's a bad gas meter reading guy.,He's a terrible natural gas meter reading guy.,he,he,he,he,he
43-5041,43,5041,"Meter Readers, Utilities",Water Meter Reader,9,Su Sayaç Okuma Elemanı,He's a water meter reading guy.,He's a very good water meter reading guy.,He's a good water meter reading guy.,He's a bad water meter reading guy.,He's a terrible water meter reading guy.,he,he,he,he,he
43-5051,43,5051,Postal Service Clerks,Postal Service Clerk,3,Posta Hizmetleri Meslek Elemanı,He's a postal services professional.,He's a very good postal services professional.,He's a good postal services professional.,He's a bad postal service professional.,He's a terrible postal service professional.,he,he,he,he,he
43-5052,43,5052,Postal Service Mail Carriers,Postal Mail Carrier,4,Posta Dağıtıcı,He's a mail distributor.,He's a very good mail distributor.,He's a good mail distributor.,He's a bad mail distributor.,He's a terrible mail distributor.,he,he,he,he,he
43-5053,43,5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Flat Sorter Operator,4,Posta Ayırım Memuru,He's a mail discrimination officer.,He's a very good postal discrimination officer.,He's a good postal discrimination officer.,He's a bad mail discrimination officer.,He's a terrible postal discrimination officer.,he,he,he,he,he
43-5061,43,5061,"Production, Planning, and Expediting Clerks",Material Control Clerk,4,Malzeme Planlama Elemanı,He's a material planner.,He's a very good material planner.,He's a good material planner.,He's a bad material planner.,He's a terrible material planner.,he,he,he,he,he
43-5061,43,5061,"Production, Planning, and Expediting Clerks",Production Control Clerk,4,Planlama Ve Kontrol işçisi ,He's a planning and control worker.,He's a very good planning and control worker.,He's a good planning and control worker.,He's a bad planning and control worker.,He's a terrible planning and control worker.,he,he,he,he,he
43-5061,43,5061,"Production, Planning, and Expediting Clerks",Production Scheduler,4,Üretim Planlama Memuru,He's a production planning officer.,He's a very good production planning officer.,He's a good production planning officer.,He's a bad production planning officer.,He's a terrible production planning officer.,he,he,he,he,he
43-5071,43,5071,"Shipping, Receiving, and Inventory Clerks",Inventory Control Clerk,4,Stok Kontrol Uzmanı,He's a stock control specialist.,He's a very good stock checker.,He's a good stock checker.,He's a bad stock checker.,He's a terrible stock checker.,he,he,he,he,he
43-5071,43,5071,"Shipping, Receiving, and Inventory Clerks",Inventory Taker,4,Stok Kayıt Büro Memuru,He's a stock registrar.,He's a very good stock registrar.,He's a good stock registrar.,He's a bad stock registrar.,He's a terrible stock registrar.,he,he,he,he,he
43-5071,43,5071,"Shipping, Receiving, and Inventory Clerks",Shipping Order Clerk,4,Sevkiyat Görevlisi,He's a dispatcher.,He's a very good dispatcher.,He's a good dispatcher.,He's a bad dispatcher.,He's a terrible dispatcher.,he,he,he,he,he
43-5071,43,5071,"Shipping, Receiving, and Inventory Clerks",Warehouse Clerk,9,Depo Görevlisi,He's a warehouse clerk.,He's a very good warehouse clerk.,He's a good warehouseman.,He's a bad warehouse clerk.,He's a terrible warehouse clerk.,he,he,he,he,he
43-5111,43,5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Cheese Weigher,4,Kantarcı,He's a scaler.,He's a very good scaler.,He's a good scaler.,He's a bad scaler.,He's a terrible scaler.,he,he,he,he,he
43-5111,43,5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Freight Checker,4,Ölçü Tespit Elemanı,He's a measuring element.,He's a very good measuring officer.,He's a good measuring officer.,He's a bad measuring element.,He's a very bad measuring element.,he,he,he,he,he
43-6011,43,6011,Executive Secretaries and Executive Administrative Assistants,Executive Assistant,3,Yönetici Asistan,He's an executive assistant.,He's a very good executive assistant.,He's a good executive assistant.,He's a bad executive assistant.,He's a terrible executive assistant.,he,he,he,he,he
43-6011,43,6011,Executive Secretaries and Executive Administrative Assistants,,3,Yönetici Sekreter,She's an executive secretary.,She's a very good executive secretary.,She's a good executive secretary.,She's a bad executive secretary.,She's a terrible executive secretary.,she,she,she,she,she
43-6012,43,6012,Legal Secretaries and Administrative Assistants,Law Secretary,3,Hukuk Sekreteri,He's a legal secretary.,He's a very good legal secretary.,He's a good legal secretary.,He's a bad legal secretary.,He's a terrible legal secretary.,he,he,he,he,he
43-6013,43,6013,Medical Secretaries and Administrative Assistants,Dental Secretary,3,Diş Hekimi Sekreteri,She's a dental secretary.,She's a very good dental secretary.,She's a good dental secretary.,She's a bad dentist secretary.,She's a terrible dental secretary.,she,she,she,she,she
43-6013,43,6013,Medical Secretaries and Administrative Assistants,Hospital Secretary,3,Tıbbi Sekreter,She's a medical secretary.,She's a very good medical secretary.,She's a good medical secretary.,She's a bad medical secretary.,She's a terrible medical secretary.,she,she,she,she,she
43-6014,43,6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office Secretary,1,Şirket Genel Sekreteri,He's the general secretary of a company.,He's a very good corporate secretary.,He's a good corporate secretary.,He's a bad corporate general secretary.,He's a very bad corporate secretary.,he,he,he,he,he
43-6014,43,6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Personal Secretary,4,Sekreter,She's a secretary.,She's a very good secretary.,She's a good secretary.,She's a bad secretary.,She's a terrible secretary.,she,she,she,she,she
43-9021,43,9021,Data Entry Keyers,Data Entry Clerk,4,Veri Giriş Elemanı,He's a data entry element.,He's a very good data entry guy.,He's a good data entry guy.,He's a bad data entry guy.,He's a very bad data entry element.,he,he,he,he,he
43-9021,43,9021,Data Entry Keyers,Key Punch Operator,4,Kart Delme Makinesi Operatörü,He's a card-punching machine operator.,He's a very good card-punching machine operator.,He's a good card-punching machine operator.,He's a bad card-punching machine operator.,He's a terrible card-punching machine operator.,he,he,he,he,he
43-9022,43,9022,Word Processors and Typists,Typist,4,Daktilograf,He's a typewriter.,He's a very good typewriter.,He's a good typewriter.,He's a bad typewriter.,He's a terrible typewriter.,he,he,he,he,he
43-9031,43,9031,Desktop Publishers,Desktop Publishing Specialist,7,Masaüstü Yayıncı,He's a desktop publisher.,He's a very good desktop publisher.,He's a good desktop publisher.,He's a bad desktop publisher.,He's a very bad desktop publisher.,he,he,he,he,he
43-9041,43,9041,Insurance Claims and Policy Processing Clerks,Insurance Clerk,4,Sigortacılık Meslek Elemanı,He's an insurance professional.,He's a very good insurance professional.,He's a good insurance professional.,He's a bad insurance professional.,He's a terrible insurance professional.,he,he,he,he,he
43-9051,43,9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",Packaging Clerk,9,Paketleme işçisi,He's a packing worker.,He's a very good packaging worker.,He's a good packaging worker.,He's a bad packaging worker.,He's a terrible packaging worker.,he,he,he,he,he
43-9061,43,9061,"Office Clerks, General",Administrative Clerk,4,idari Büro Görevlisi,He's an administrative officer.,He's a very good administrative officer.,He's a good administrative officer.,He's a bad administrative officer.,He's a terrible administrative officer.,he,he,he,he,he
43-9061,43,9061,"Office Clerks, General",Office Clerk,4,Büro Memuru,He's an office clerk.,He's a very good office clerk.,He's a good office clerk.,He's a bad office clerk.,He's a terrible office clerk.,he,he,he,he,he
43-9061,43,9061,"Office Clerks, General",Real Estate Clerk,3,Emlak Ve Emlak Yönetimi Meslek Elemanı,He's a real estate and real estate management professional.,He's a very good real estate and real estate management professional.,He's a good real estate and real estate management professional.,He's a bad real estate and real estate management professional.,He's a terrible real estate and real estate management professional.,he,he,he,he,he
43-9071,43,9071,"Office Machine Operators, Except Computer",Coin Machine Operator,4,Büro Makinesi Operatörü ,He's an office machine operator.,He's a very good office machine operator.,He's a good office machine operator.,He's a bad office machine operator.,He's a terrible office machine operator.,he,he,he,he,he
43-9071,43,9071,"Office Machine Operators, Except Computer",Copy Machine Operator,7,Fotokopi Makinesi Operatörü,He's a copier operator.,He's a very good copier operator.,He's a good copier operator.,He's a bad copier operator.,He's a terrible copier operator.,he,he,he,he,he
43-9071,43,9071,"Office Machine Operators, Except Computer",Duplicating Machine Operator,7,Teksir Makinesi Operatörü,He's a remmersor operator.,He's a very good polygraph operator.,He's a good polygraph operator.,He's a bad polygraph operator.,He's a very bad retract machine operator.,he,he,he,he,he
43-9081,43,9081,Proofreaders and Copy Markers,Format Proofreader,2,Basın Yayın Düzeltmen,He's a press release.,He's a very good press release.,He's a good press release fixer.,That's a bad press release.,He's a terrible press release fixer.,he,he,he,that,he
