2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.,He/She is a <occupation>. / O bir <occupation>.,He/She is a very good <occupation>. / O çok iyi bir <occupation>.,He/She is a good <occupation>. / O iyi bir <occupation>.,He/She is a bad <occupation>. / O kötü bir <occupation>.,He/She is a very bad <occupation>. / O çok kötü bir <occupation>.
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Aerobics Instructor,3,Step-Aerobik Eğitmeni,He's a step-aerobics instructor.,He's a very good step-aerobics instructor.,He's a good step-aerobics instructor.,He's a bad step-aerobics instructor.,He's a very bad step-aerobics instructor.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Fitness Trainer,3,Fitnıs Eğitmeni,He's a trainer of corruption.,He is a very good fitness instructor.,He's a good fitness instructor.,He's a bad trainer of corruption.,He's a very bad fitness instructor.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Trainer,3,Halterci,He's a weightlifter.,He's a very good weightlifter.,He's a good weightlifter.,He's a bad weightlifter.,He's a very bad weightlifter.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Training Instructor,3,Halter Antrenörü,He's a weightlifting trainer.,He's a very good weightlifting trainer.,He's a good weightlifting trainer.,He's a bad weightlifting coach.,He's such a bad weightlifting trainer.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Yoga Instructor,3,Yoga Eğitmeni,He's a yoga teacher.,He is a very good yoga teacher.,He is a good yoga teacher.,He's a bad yoga teacher.,He's a very bad yoga teacher.,he,he,he,he,he
39-9032,39,9032,Recreation Workers,Camp Counselor,3,Rekreasyon Uzmanı,He's a recreation expert.,He is a very good recreation expert.,He's a good recreation expert.,He's a bad recreation expert.,He's a very bad recreation expert.,he,he,he,he,he
39-9041,39,9041,Residential Advisors,Dormitory Counselor,5,Yatakhaneci,He's a dormitory.,He's a very good dorm man.,He's a good dorm man.,He's a bad dorm man.,He's a very bad dorm man.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Butler,5,Uşak,He's a butler.,He's a very good butler.,He's a good butler.,He's a bad butler.,He's a very bad butler.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Shoe Shiner,9,Ayakkabı Boyacısı,He's a shoe shiner.,He's a very good shoe shiner.,He's a good shoe shiner.,He's a bad shoe shiner.,He's such a bad shoe shiner.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Assistant Store Manager,1,Perakende Satış Nezaretçisi ,He's a retail supervisor.,He's a very good retail supervisor.,He's a good retail supervisor.,He's a bad retail supervisor.,He's a very bad retail supervisor.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Cashier Supervisor,5,Kasa Sorumlusu,He's a cashier.,He's a very good cash manager.,He's a good cashier.,He's a bad cash manager.,He's a very bad cash manager.,he,he,he,he,he
41-1012,41,1012,First-Line Supervisors of Non-Retail Sales Workers,Insurance Sales Supervisor,1,Sigorta Yönetici,He's an insurance manager.,He's a very good insurance manager.,He's a good insurance manager.,He's a bad insurance manager.,He's a very bad insurance manager.,he,he,he,he,he
41-2011,41,2011,Cashiers,Cash Register Operator,5,Kasiyer,He's a cashier.,He's a very good cashier.,He's a good cashier.,He's a bad cashier.,He's a very bad cashier.,he,he,he,he,he
41-2021,41,2021,Counter and Rental Clerks,Car Rental Agent,5,Oto Kiralama Danışmanı,He's a car rental consultant.,He is a very good car rental consultant.,He's a good car rental consultant.,He's a bad car rental advisor.,He's a very bad car rental advisor.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Auto Parts Salesperson,5,Oto Yedek Parça Satış Elemanı,He's an auto parts salesperson.,He's a very good auto parts salesperson.,He's a good auto parts salesperson.,He's a bad auto parts salesperson.,He's a very bad auto parts salesperson.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Electronic Parts Salesperson,5,Elektrik Ve Elektronik Malzemeleri Satış Elemanı,He's an electrical and electronic equipment salesperson.,He is a very good electrical and electronic equipment salesperson.,He's a good electrical and electronic equipment salesperson.,He's a bad electrical and electronics salesperson.,He's a very bad electrical and electronics salesperson.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Automotive Salesperson,5,Oto Satış Elemanı,He's an auto salesperson.,He's a very good auto salesperson.,He's a good auto salesperson.,He's a bad auto salesperson.,He's a very bad auto salesperson.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,New Car Salesperson,5,Perakende Satış Elemanı,He's a retail salesperson.,He's a very good retail salesperson.,He's a good retail salesperson.,He's a bad retail salesperson.,He's a very bad retail salesperson.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pet Supplies Salesperson,5,Evcil Hayvan Malzemeleri Satış Elemanı,He's a pet supplies salesperson.,He's a very good pet supplies salesperson.,He's a good pet supplies salesperson.,He's a bad pet supplies salesperson.,He's a very bad pet supplies salesperson.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pets Salesperson,5,Evcil Hayvan Satış Elemanı,He's a pet salesperson.,He's a very good pet salesperson.,He's a good pet salesperson.,He's a bad pet salesman.,He's a very bad pet salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Shoe Salesperson,5,"Ayakkabı, Deri Ve Yan Ürünleri Satış Elemanı","He's a shoe, leather and byproducts salesperson.","He's a great salesperson for shoes, leather and byproducts.","He's a good shoe, leather and byproducts salesperson.","He's a bad shoe, leather and byproducts salesperson.","He's a very bad shoe, leather and by-products salesperson.",he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Women's Apparel Salesperson,5,Giyim Ve Giyim Aksesuarları Satış Elemanı,He's a clothing and apparel accessories salesperson.,He's a very good clothing and apparel accessories salesperson.,He's a good apparel and clothing accessories salesperson.,He's a bad clothing and apparel accessories salesperson.,He's a very bad clothing and clothing accessories salesperson.,he,he,he,he,he
41-3011,41,3011,Advertising Sales Agents,Advertising Account Executive,2,Reklam Acentesi Yetkilisi,He's an advertising agency official.,He's a very good advertising agency executive.,He's a good advertising agency executive.,He's a bad advertising agency executive.,He's a very bad advertising agency executive.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Health Insurance Sales Agent,3,Sağlık Sigorta Satış Temsilcisi,He's a health insurance sales representative.,He's a very good health insurance sales representative.,He's a good health insurance sales representative.,He's a bad health insurance salesperson.,He's a very bad health insurance sales rep.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Insurance Agent,3,Sigorta Aracısı,He's an insurance broker.,He's a very good insurance broker.,He's a good insurance broker.,He's a bad insurance broker.,He's a very bad insurance broker.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Life Insurance Agent,3,Hayat Sigorta Satış Temsilcisi,He's a life insurance sales representative.,He's a very good life insurance salesperson.,He's a good life insurance salesperson.,He's a bad life insurance salesperson.,He's a very bad life insurance salesperson.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Pension Agent,3,Bireysel Emeklilik Aracısı,He is a private pension broker.,He is a very good private pension broker.,He's a good private pension broker.,He's a bad private pension broker.,He's a very bad private pension broker.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Foreign Exchange Trader,4,Döviz Alım Satım Elemanı,He's a foreign exchange trader.,He's a very good foreign exchange trader.,He's a good foreign exchange trader.,He's a bad foreign exchange trader.,He's a very bad foreign exchange trader.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Stock Broker,3,Borsa Komisyoncusu,He's a stock market broker.,He's a very good stock broker.,He's a good stock broker.,He's a bad broker.,He's a very bad broker.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Consultant,4,Turizm Danışma Elemanı,He's a tourism information worker.,He is a very good tourism advisory staff.,He's a good tourism information worker.,He's a bad tourism advisory guy.,He's a very bad tourism advisory guy.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Service Consultant,4,Seyahat Hizmetleri Meslek Elemanı,He's a travel services professional.,He's a very good travel services professional.,He's a good travel services professional.,He's a bad travel services professional.,He's a very bad travel services professional.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representatives,3,Satış Temsilcisi,He's a sales representative.,He's a very good salesperson.,He's a good salesperson.,He's a bad salesperson.,He's a very bad salesperson.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Pharmaceutical Sales Representative,2,Eczacılık Ürünleri Satış Temsilcisi,He's a pharmaceutical sales representative.,He's a very good pharmaceutical sales representative.,He's a good pharmaceutical sales representative.,He's a bad pharmaceutical salesperson.,He's a very bad pharmaceutical salesperson.,he,he,he,he,he
41-4012,41,4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Freight Broker,3,Gemi ve Yük Brokeri,He's a ship and freight broker.,He's a very good ship and freight broker.,He's a good ship and freight broker.,He's a bad ship and freight broker.,He's a very bad ship and freight broker.,he,he,he,he,he
41-9011,41,9011,Demonstrators and Product Promoters,Home Demonstrator,5,Demonstratör,He's a demonstrator.,He's a very good demonstrator.,He's a good demonstrator.,He's a bad demonstrator.,He's a very bad demonstrator.,he,he,he,he,he
41-9012,41,9012,Models,Artist's Model,5,Manken,He's a fashion model.,He's a very good model.,He's a good model.,He's a bad model.,He's a very bad model.,he,he,he,he,he
41-9022,41,9022,Real Estate Sales Agents,Right of Way Agent,3,Emlakçı,He's a real estate agent.,He's a very good real estate agent.,He's a good real estate agent.,He's a bad real estate agent.,He's a very bad real estate agent.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Inbound Telemarketer,5,Sipariş Alıcı,He's an order taker.,He is a very good order taker.,He is a good order taker.,He's a bad order taker.,He's a very bad order taker.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Telemarketing Sales Representative,5,Telefonla Pazarlamacı,He's a phone marketer.,He's a very good telemarketer.,He's a good telemarketer.,He's a bad phone marketer.,He's a very bad phone marketer.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Telesales Representative,5,Tele Satış Elemanı,He's a teleworker.,He's a very good teller.,He's a good teller.,He's a bad teller.,He's a very bad teller.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Newspaper Carrier,9,Gazete Satıcısı,He's a newspaper seller.,He's a very good newspaper seller.,He's a good newspaper seller.,He's a bad newspaper seller.,He's a very bad newspaper seller.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Newstand Vendor,5,Kapıdan Kapıya Satış Temsilcisi,He's a door-to-door sales representative.,He's a very good door-to-door salesperson.,He's a good door-to-door salesperson.,He's a bad door-to-door salesperson.,He's a very bad door-to-door salesperson.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Peddler,9,işportacı,He's a vender.,He's a very good vender.,He's a good vender.,He's a bad hawker.,He's a very bad vender.,he,he,he,he,he
41-9091,41,9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Souvenir Street Vendor,5,Sokak Satıcısı,He's a street vendor.,He's a very good street vendor.,He's a good street vendor.,He's a bad street vendor.,He's a very bad street vendor.,he,he,he,he,he
41-9099,41,9099,"Sales and Related Workers, All Other",Auctioneer,3,Mezatçı,He's an auctioneer.,He's a very good auctioneer.,He's a good auctioneer.,He's a bad auctioneer.,He's a very bad auctioneer.,he,he,he,he,he
41-9099,41,9099,"Sales and Related Workers, All Other",Leaflet Distributor,9,El ilanı dağıtıcısı,He's a flyer distributor.,He's a very good flyer distributor.,He's a good flyer distributor.,He's a bad flyer distributor.,He's a very bad flyer distributor.,he,he,he,he,he
43-2011,43,2011,"Switchboard Operators, Including Answering Service",Telephone Switchboard Operator,4,Telefon Santral Operatörü,He's a telephone exchange operator.,He is a very good telephone exchange operator.,He's a good telephone exchange operator.,He's a bad telephone exchange operator.,He's a very bad telephone exchange operator.,he,he,he,he,he
43-2021,43,2021,Telephone Operators,411 Directory Assistance Operator,3,Telefon Operatörü,He's a telephone operator.,He's a very good phone operator.,He's a good phone operator.,He's a bad phone operator.,He's a very bad phone operator.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Communications Equipment Operator,3,Elektronik Haberleşme Teknisyeni,He's an electronic communications technician.,He's a very good electronics communications technician.,He's a good electronics communications technician.,He's a bad electronics technician.,He's a very bad electronic communications technician.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Radio Operator,3,Radyo Ve Televizyon Yayın Cihazları Operatörü,He is a radio and television broadcast equipment operator.,He is a very good operator of radio and television broadcasters.,He is a good radio and television broadcast equipment operator.,He's a bad radio and television broadcaster operator.,He's a very bad radio and television broadcaster operator.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Telegraph and Teletype Operator,3,Telgrafçı,He's a telegrapher.,He's a very good telegrapher.,He's a good telegrapher.,He's a bad telegrapher.,He's a very bad telegrapher.,he,he,he,he,he
,#VALUE!,,,,4,Teletaypist,He's a teleport.,He's a very good teleport.,He's a good teleport,He's a bad teleport.,He's a very bad teleport.,he,he,he,he,he
43-2099,43,2099,"Communications Equipment Operators, All Other",Telex Operator,4,Teleks Operatörü,He's a telex operator.,He's a very good telex operator.,He's a good telex operator.,He's a bad telex operator.,He's a very bad telex operator.,he,he,he,he,he
43-3011,43,3011,Bill and Account Collectors,Accounts Collector,4,Hesap Tahsilatçısı,He's an account collector.,He's a very good account collector.,He's a good account collector.,He's a bad account collector.,He's a very bad account collector.,he,he,he,he,he
43-3011,43,3011,Bill and Account Collectors,Bill Collector,4,Fatura Tahsilatçısı,He's a bill collector.,He's a very good bill collector.,He's a good bill collector.,He's a bad bill collector.,He's a very bad bill collector.,he,he,he,he,he
43-3031,43,3031,"Bookkeeping, Accounting, and Auditing Clerks",Bookkeeper,4,Sayman,He's a treasurer.,He's a very good treasurer.,He's a good treasurer.,He's a bad treasurer.,He's a very bad treasurer.,he,he,he,he,he
