,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2018 SOC Code (US),Major Code,Minor Code,2018 SOC Title (US),2018 SOC Direct Match Title (US),ISCO Major Code (TR),ISCO Minor Code (TR),Translation (AWS),,,,,,,,,
39-5091,39,5091,"Makeup Artists, Theatrical and Performance",,5,Makyöz,She's a make-up artist.,She's a very good make-up artist.,She's a good make-up artist.,She's a bad make-up artist.,She's a terrible make-up artist.,she,she,she,she,she
39-5092,39,5092,Manicurists and Pedicurists,Nail Technician,5,Manikürcü,He's a manicurist.,He's a very good manicurist.,He's a good manicurist.,He's a bad manicurist.,He's a terrible manicurist.,he,he,he,he,he
39-5092,39,5092,Manicurists and Pedicurists,Pedicurist,5,Pedikürcü,He's a pedicure.,He's a very good pedicure.,He's a good pedicure.,He's a bad pedicure.,He's a terrible pedicure.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Electrolysist,8,Elektroliz işçisi,He's an electrolysis worker.,He's a very good electrolysis worker.,He's a good electrolysis worker.,He's a bad electrolysis worker.,He's a terrible electrolysis worker.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Esthetician,5,Estetisyen,He's an aesthetician.,He's a very good aesthetician.,He's a good aesthetician.,He's a bad aesthetician.,He's a terrible aesthetician.,he,he,he,he,he
39-5094,39,5094,Skincare Specialists,Skin Care Technician,5,Cilt Bakım Elemanı,He's a skin care element.,He's a very good skin care element.,He's a good skin care element.,He's a bad skin care element.,He's a very bad skin care element.,he,he,he,he,he
39-6011,39,6011,Baggage Porters and Bellhops,Baggage Porter,9,Bagaj Taşıyıcısı ,He's a luggage carrier.,He's a very good luggage carrier.,He's a good luggage carrier.,He's a bad luggage carrier.,He's a bad baggage carrier.,he,he,he,he,he
39-6011,39,6011,Baggage Porters and Bellhops,Luggage Attendant,9,Bavul taşıyıcısı,He's a suitcase carrier.,He's a very good suitcase carrier.,He's a good suitcase carrier.,He's a bad suitcase carrier.,He's a terrible suitcase carrier.,he,he,he,he,he
39-6012,39,6012,Concierges,Guest Service Supervisor,1,Misafir ilişkileri Müdürü,He's a guest relationship manager.,He's a very good guest relationship manager.,He's a good guest relationship manager.,He's a bad guest relationship manager.,He's a very bad guest relationship manager.,he,he,he,he,he
39-6012,39,6012,Concierges,Hotel Guest Service Agent,5,Otel Konuk Asistanı,He's a hotel guest assistant.,He's a very good hotel guest assistant.,He's a good hotel guest assistant.,He's a bad hotel guest assistant.,He's a bad hotel guest assistant.,he,he,he,he,he
39-7011,39,7011,Tour Guides and Escorts,Tourist Guide,5,Turist Rehberi,It's a tourist guide.,He's a very good tourist guide.,He's a good tourist guide.,He's a bad tourist guide.,He's a terrible tourist guide.,it,he,he,he,he
39-7012,39,7012,Travel Guides,Tour Coordinator,1,Seyahat Acentesi Koordinatör,He's a travel agency coordinator.,He's a very good travel agency coordinator.,He's a good travel agency coordinator.,He's a bad travel agency coordinator.,He's a very bad travel agency coordinator.,he,he,he,he,he
39-9011,39,9011,Childcare Workers,Baby Sitter,5,Çocuk Bakıcısı,He's a babysitter.,He's a very good babysitter.,He's a good babysitter.,He's a bad babysitter.,He's a terrible babysitter.,he,he,he,he,he
39-9011,39,9011,Childcare Workers,Childcare Attendant,5,Evde Çocuk Bakım Elemanı,He's a home child care worker.,He's a very good home child care worker.,He's a good home child care worker.,He's a bad home child care worker.,He's a very bad home child care worker.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Aerobics Instructor,3,Step-Aerobik Eğitmeni,He's a step-aerobic trainer.,He's a very good step-aerobic trainer.,He's a good step-aerobic trainer.,He's a bad step-aerobic trainer.,He's a terrible step-aerobic trainer.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Fitness Trainer,3,Fitnıs Eğitmeni,He's a contempt instructor.,He's a very good contempt instructor.,He's a good contempt instructor.,He's a bad mischief instructor.,He's a bad mischief instructor.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Trainer,3,Halterci,He's a weightlifter.,He's a very good weightlifter.,He's a good weightlifter.,He's a bad weightlifter.,He's a terrible weightlifter.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Weight Training Instructor,3,Halter Antrenörü,He's a dumbbell coach.,He's a very good weightlifting coach.,He's a good weightlifting coach.,He's a bad dumbbell coach.,He's a terrible weightlifting coach.,he,he,he,he,he
39-9031,39,9031,Exercise Trainers and Group Fitness Instructors,Yoga Instructor,3,Yoga Eğitmeni,He's a yoga instructor.,He's a very good yoga instructor.,He's a good yoga instructor.,He's a bad yoga instructor.,He's a bad yoga instructor.,he,he,he,he,he
39-9032,39,9032,Recreation Workers,Camp Counselor,3,Rekreasyon Uzmanı,He's a recreation specialist.,He's a very good recreation specialist.,He's a good recreation specialist.,He's a bad recreation specialist.,He's a very bad recreation specialist.,he,he,he,he,he
39-9041,39,9041,Residential Advisors,Dormitory Counselor,5,Yatakhaneci,He's a dormitory.,He's a very good dormitory.,He's a good dormitory.,He's a bad dormitory.,He's a terrible dormitory.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Butler,5,Uşak,He's a butler.,He's a very good butler.,He's a good butler.,He's a bad butler.,He's a terrible butler.,he,he,he,he,he
39-9099,39,9099,"Personal Care and Service Workers, All Other",Shoe Shiner,9,Ayakkabı Boyacısı,He's a shoe painter.,He's a very good shoe painter.,He's a good shoe painter.,He's a bad shoe painter.,He's a bad shoe painter.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Assistant Store Manager,1,Perakende Satış Nezaretçisi ,He's a retail watchdog.,He's a very good retail watchman.,He's a good retail watchman.,He's a bad retail watchman.,He's a terrible retailer.,he,he,he,he,he
41-1011,41,1011,First-Line Supervisors of Retail Sales Workers,Cashier Supervisor,5,Kasa Sorumlusu,He's a vault officer.,He's a very good vault officer.,He's a good vault officer.,He's a bad vault officer.,He's a terrible vault officer.,he,he,he,he,he
41-1012,41,1012,First-Line Supervisors of Non-Retail Sales Workers,Insurance Sales Supervisor,1,Sigorta Yönetici,He's an insurance manager.,He's a very good insurance manager.,He's a good insurance manager.,He's a bad insurance manager.,He's a bad insurance manager.,he,he,he,he,he
41-2011,41,2011,Cashiers,Cash Register Operator,5,Kasiyer,He's a cashier.,He's a very good cashier.,He's a good cashier.,He's a bad cashier.,He's a terrible cashier.,he,he,he,he,he
41-2021,41,2021,Counter and Rental Clerks,Car Rental Agent,5,Oto Kiralama Danışmanı,He's a car rental consultant.,He's a very good car rental consultant.,He's a good car rental consultant.,He's a bad car rental consultant.,He's a bad car rental consultant.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Auto Parts Salesperson,5,Oto Yedek Parça Satış Elemanı,He's an auto spare part salesman.,He's a very good auto spare parts salesman.,He's a good auto spare part salesman.,He's a bad auto spare part salesman.,He's a bad auto spare part salesman.,he,he,he,he,he
41-2022,41,2022,Parts Salespersons,Electronic Parts Salesperson,5,Elektrik Ve Elektronik Malzemeleri Satış Elemanı,He's an electrical and electronic equipment salesman.,He is a very good sales person of electrical and electronic supplies.,He is a good sales person of electrical and electronic supplies.,He's a bad electrical and electronic equipment salesman.,He's a very bad electrical and electronic equipment salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Automotive Salesperson,5,Oto Satış Elemanı,He's an auto salesman.,He's a very good auto salesman.,He's a good auto salesman.,He's a bad auto salesman.,He's a bad auto salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,New Car Salesperson,5,Perakende Satış Elemanı,He's a retail salesman.,He's a very good retail salesman.,He's a good retail salesman.,He's a bad retail salesman.,He's a bad retail salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pet Supplies Salesperson,5,Evcil Hayvan Malzemeleri Satış Elemanı,He's a pet supplies salesman.,He's a very good pet supplies salesman.,He's a good pet supplies salesman.,He's a bad pet supplies salesman.,He's a very bad pet supplies salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Pets Salesperson,5,Evcil Hayvan Satış Elemanı,He's a pet salesman.,He's a very good pet salesman.,He's a good pet salesman.,He's a bad pet salesman.,He's a very bad pet salesman.,he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Shoe Salesperson,5,"Ayakkabı, Deri Ve Yan Ürünleri Satış Elemanı","He is a sales person of shoes, leather and by-products.","He is a very good sales person of shoes, leather and by-products.","He is a good sales person of shoes, leather and by-products.","He is a bad sales person of shoes, leather and by-products.","He is a very bad sales person of shoes, leather and by-products.",he,he,he,he,he
41-2031,41,2031,Retail Salespersons,Women's Apparel Salesperson,5,Giyim Ve Giyim Aksesuarları Satış Elemanı,He is a sales person of clothing and clothing accessories.,He is a very good clothing and clothing accessories salesman.,He is a good clothing and clothing accessories salesman.,He is a bad clothing and clothing accessories salesman.,He is a very bad clothing and clothing accessories salesman.,he,he,he,he,he
41-3011,41,3011,Advertising Sales Agents,Advertising Account Executive,2,Reklam Acentesi Yetkilisi,He's an advertising agent official.,He's a very good advertising agent official.,He's a good advertising agent official.,He's a bad advertising agent official.,He's a terrible advertising agent official.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Health Insurance Sales Agent,3,Sağlık Sigorta Satış Temsilcisi,He's a health insurance sales representative.,He's a very good health insurance sales representative.,He's a good health insurance sales representative.,He's a bad health insurance sales representative.,He's a very bad health insurance sales representative.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Insurance Agent,3,Sigorta Aracısı,He's an insurance agent.,He's a very good insurance agent.,He's a good insurance agent.,He's a bad insurance agent.,He's a bad insurance agent.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Life Insurance Agent,3,Hayat Sigorta Satış Temsilcisi,He's a life insurance sales representative.,He is a very good life insurance sales representative.,He's a good life insurance sales representative.,He's a bad life insurance sales representative.,He's a very bad life insurance sales representative.,he,he,he,he,he
41-3021,41,3021,Insurance Sales Agents,Pension Agent,3,Bireysel Emeklilik Aracısı,He's an individual retirement broker.,He is a very good individual pension broker.,He's a good personal pension agent.,He's a bad individual retirement agent.,He's a very bad individual retirement agent.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Foreign Exchange Trader,4,Döviz Alım Satım Elemanı,He's a currency trading guy.,He's a very good currency trading guy.,He's a good currency trading guy.,He's a bad currency trading guy.,He's a bad currency trading guy.,he,he,he,he,he
41-3031,41,3031,"Securities, Commodities, and Financial Services Sales Agents",Stock Broker,3,Borsa Komisyoncusu,He's a stock broker.,He's a very good stock broker.,He's a good stock broker.,He's a bad stock broker.,He's a terrible stock broker.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Consultant,4,Turizm Danışma Elemanı,He's a tourist consultant.,He's a very good tourist consultant.,He's a good tourist consultant.,He's a bad tourist advisor.,He's a bad tourist consultant.,he,he,he,he,he
41-3041,41,3041,Travel Agents,Travel Service Consultant,4,Seyahat Hizmetleri Meslek Elemanı,He's a travel services professional.,He is a very good travel services professional.,He's a good travel services professional.,He's a bad travel services professional.,He's a very bad travel services professional.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representatives,3,Satış Temsilcisi,He's a sales representative.,He's a very good sales representative.,He's a good sales representative.,He's a bad sales representative.,He's a very bad sales representative.,he,he,he,he,he
41-4011,41,4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Pharmaceutical Sales Representative,2,Eczacılık Ürünleri Satış Temsilcisi,He's a pharmaceutical products sales representative.,He is a very good pharmaceutical products sales representative.,He is a good pharmaceutical products sales representative.,He's a bad pharmaceutical products sales representative.,He's a very bad pharmaceutical products sales representative.,he,he,he,he,he
41-4012,41,4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Freight Broker,3,Gemi ve Yük Brokeri,He's a ship and freight broker.,He's a very good ship and freight broker.,He's a good ship and freight broker.,He's a bad ship and a freight broker.,He's a bad ship and a freight broker.,he,he,he,he,he
41-9011,41,9011,Demonstrators and Product Promoters,Home Demonstrator,5,Demonstratör,He's a demonstrator.,He's a very good demonstrator.,He's a good demonstrator.,He's a bad demonstrator.,He's a terrible demonstrator.,he,he,he,he,he
41-9012,41,9012,Models,Artist's Model,5,Manken,He's a model.,He's a very good model.,He's a good model.,He's a bad model.,He's a bad model.,he,he,he,he,he
41-9022,41,9022,Real Estate Sales Agents,Right of Way Agent,3,Emlakçı,He's a real estate agent.,He's a very good real estate agent.,He's a good real estate agent.,He's a bad real estate agent.,He's a terrible real estate agent.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Inbound Telemarketer,5,Sipariş Alıcı,He's an order buyer.,He is a very good order buyer.,He's a good order buyer.,He's a bad order buyer.,He's a very bad order buyer.,he,he,he,he,he
41-9041,41,9041,Telemarketers,Telemarketing Sales Representative,5,Telefonla Pazarlamacı,He's a phone marketer.,He's a very good phone salesman.,He's a good phone salesman.,He's a bad phone salesman.,He's a bad phone salesman.,he,he,he,he,he
