"Source: https://esube.iskur.gov.tr/Meslek/meslek.aspx -> click on ""Tüm meslek listesini görmek için tıklayınız",
ISCO-08 KODU,MESLEK ADI
8151.17,İplik Eğirme Operatörü (Ring/vater/vargel)
8151.18,Kendir Bükücü Operatörü
8151.19,Kendir Elyaf Bükücü Operatörü
8151.2,Kendir Etraj Makinesi İşçisi
8151.21,Kendir Ezme Makinesi İşçisi
8151.22,Kendir Kesme Makinesi İşçisi
8151.23,Keten Elyaf Bükücü
8151.24,Tarak Makinesi Operatörü-Tekstil
8151.25,Vater Makinası Operatörü
8151.26,Bobin Makinesi Operatörü
8151.27,Open End Makinesi Operatörü
8151.28,Tarak Fırçacı-Tekstil
8151.29,Tekstüre İplik Üretim Makinesi Operatörü
8151.3,Ring Makineci
8151.31,Ring Ayar Ustası
8151.32,Tip Değiştirme İşçisi (Ring Makinesi)
8151.33,İp Büküm Makinesi Operatörü
8151.34,Ön İplik Operatörü
8151.35,Finisörcü (iplik)
8151.36,Koparmacı (iplik)
8151.37,Çekmeci (İplik)
8151.38,Sentetik-Pamuk İplik Kontrol İşçisi
8151.39,Akrilik İplik Üretim İşçisi
8151.4,Şişirmeci (İplik)
8151.41,Fantezi Bükümcü
8151.42,Kurutmacı (İplik)
8151.43,Paçavra Açma Makinesi Operatörü (Gyotin)
8151.44,Pamuk Kesme Makinesi İşçisi
8151.45,Ağ Çile Makinesi İşçisi
8151.46,Sentetik Elyaf İmal İşçisi
8151.47,Kaba Etraj Makinesi İşçisi
8151.48,İşbağcı (Düğümcü)
8151.49,Şönil İplik Üretim İşçisi
8151.5,Çırçır Makinesi Operatörü
8151.51,İplik Bitim İşleri Operatörü
8151.52,Ön İplik Operatörü (Nezaretçi/Ustabaşı)
8151.53,Paçavra Açma Makinesi Operatörü (Şifanöz)
8151.54,Paçavra Açma Makinesi Operatörü (Garnet)
8151.55,Paçavra Açma Makinesi Operatörü (Droset)
8151.56,Vater-Bobin Makinesi Operatörü
8151.57,Filament İplik Üretim İşçisi
8151.58,İplik Operatörü
8152.01,Cer Fitil Makinesi Ayarcısı
8152.02,Çorap Onarıcı
8152.03,Çözgü Kesici (Dokuma Tezgahı)
8152.04,Çözgü Takıcı (Dokuma Tezgahı)
8152.05,Dokuma Makineleri Operatörü ve Ayarcısı
8152.06,Düğüm Makinesi İşçisi (Dokuma Tezgahı)
8152.07,Jakar Tezgahı Tertipleyicisi
8152.08,Kart Makinesi Ayarcısı
8152.09,Lamel Dizicisi (Dokuma Tezgahı)
8152.1,Patlakçı (Dokuma Tezgahı)
8152.11,Sarma Makinesi Ayarcısı
8152.12,Tarak Makinesi Ayarcısı-Tekstil
8152.13,Tezgah Tertipleyici (Dokuma Makineleri)
8152.14,Perde İmal İşçisi
8152.15,Kesim Kontrol İşçisi (Konfeksiyon)
8152.16,Triko Paketleme İşçisi
8152.17,Ağ Dokuyucu-Otomatik Tezgah
8152.18,Çorap Örme Makinesi Operatörü
8152.19,Çorap Tarak Makinesi İşçisi (Otomatik Tezgah)
8152.2,Dantel Dokuyucu (Otomatik Tezgah)
8152.21,Diğer Örgücüler Ve Örgü Tezgah Ayarcıları
8152.22,"Diğer Tezgah Tertipleyicileri,ayarlayıcıları Ve Desen Kartı Hazırlayıcıları"
8152.23,Kompleci (Dokuma Hazır Giyim ve Ev Tekstili)
8152.24,Fitil Dokuma Tezgahı İşçisi (Otomatik Tezgah)
8152.25,Halı Dokuyucu-Otomatik Tezgah
8152.26,Halı Onarıcı (Makine İle)
8152.27,Jakar Kartı Delicisi
8152.28,Jakar Tezgahı Dokuyucusu
8152.29,Jakarlı Halı Dokuyucu-Otomatik Tezgah
8152.3,Jakarsız Halı Dokuyucu-Otomatik Tezgah
8152.31,Konik Çözgü Makinesi Operatörü
8152.32,Kroşe-Sürfile Makinesi Operatörü
8152.33,Kumaş Katlama Makinesi Operatörü
8152.34,Kumaş Sarıcı
8152.35,Otomatik Tezgah İplikçisi
8152.36,Çözgü Makinesi Yardımcı Elemanı (Cağlıkcı)
8152.37,Seri Çözgü Makinesi Operatörü
8152.38,Tahar Makinesi Operatörü
8152.39,Trikotajcı/Endüstriyel Örmeci
8152.4,Tüylendirme Makinesi İşçisi (Otomatik Tezgah)
8152.41,Örgü Makinası Operatörü
8152.42,Penye Makinesi Operatörü
8152.43,Kops Sıyırma Makinesi Operatörü (Tekstil)
8152.44,Silici (Tekstil)
8152.45,Sanfor Operatörü(Sanforcu)
8152.46,Kumaş Açıcı
8152.47,Örgü Makinesi Operatörü (Bilgisayarlı)/Trikotaj
8152.48,Denim Kumaş Operatörü
8152.49,Şardon Makinesi Operatörü
8152.5,Örme Operatörü (Nezaretçi/Ustabaşı)
8152.51,Kumaş Serim Makinesi Operatörü
8152.52,Çözgülü Örme Makinesi Operatörü
8152.53,Kompleci (Yuvarlak Örme Makinesi Operatörü)
8152.54,Tarak İşçisi-Trikotaj
8152.55,Halı Saçak Makinesi İşçisi
8152.56,Halı Kenarı Örme Makinesi İşçisi
8152.57,Jarse Makinesi İşçisi
8152.58,Etiket Dokuma Makinesi Operatörü
8152.59,Brode Makinesi Operatörü/Brodeci
8152.6,Çorap Burun Makinesi Operatörü
8152.61,Gipe (Lastik) Makinesi Operatörü
8152.62,Dokuma Makineleri Operatörü / Dokumacı
8152.63,Atkılı Örme Operatörü
8152.64,Çözgü Operatörü
8152.65,Brode Makinesi Operatörü ve Sorumlusu
8152.66,Lastik (Konfeksiyon) İmal İşçisi
8152.67,Lazer Kesimci ( Tekstil )
8152.68,Alçılı Sargı Bezi Makine Operatörü
8152.69,Dokuma Konfeksiyon Makineci
8152.7,Endüstriyel Yuvarlak Örme Operatörü
8152.71,Dokusuz Kumaş İşleme Elemanı
8152.72,Dokusuz Kumaş Şekillendirme Operatörü
8153.01,"Model Makineci (Dokuma, Hazır Giyim ve Ev Tekstili)"
8153.02,Sanayi Nakışçısı
8153.03,Deri Model Makineci
8153.04,Sütunlu Dikiş Makinesi Operatörü
8153.05,İç Giyim Konfeksiyon Makineci
8153.06,İlik Düğmeci/İlik Düğme Otomatçı
8153.07,Yatak/Baza Dikiş Makinesi Operatörü
8153.08,Dikiş Makinesi Operatörü-Kumaş
8153.09,Overlok Makinesi Operatörü (Overlokçu)
8153.1,Tüp Dikiş Makinesi Operatörü (Tesktil)
8153.11,Makineci (Dikiş)
8153.12,Makine Nakışçısı
8153.13,Yatak Kenar Kapama Makinesi Operatörü
8153.14,Kapitone Makinesi Operatörü/Kapitoneci
8153.15,Deri Konfeksiyon Makinecisi
8153.16,Tüp Kesme Makinesi Operatörü (Tesktil)
8153.17,Model Makineci (Yuvarlak Örme Hazır Giyim ve Ev Tekstili)
8153.18,Kapitone Makinesi Operatörü ve Sorumlusu
8153.19,Remayöz Makinesi Operatörü/Remayözcü (Düz Örme Hazır Giyim)
8153.2,Düz Dikiş Makineci
8153.21,Lastik Makineci
8153.22,Lok Makineci
8153.23,Tilki Overlok Makineci
8153.24,Zikzak Makineci
8153.25,Zincir Dikiş Makineci
8153.26,Deri Düz Dikiş Makineci (Deri/Kürk Hazır Giyim)
8154.01,Mensucat Beyazlatıcı
8154.02,Tekstil Terbiye İşçisi (Apre)
8154.03,Ağartma Ve Pişirme Makinesi Operatör (Kasar)
8154.04,Asit Buharı Makinesi Operatörü (Tekstil)
8154.05,Dakatir Makinesi Operatörü
8154.06,"Diğer Mensucat Beyazlatıcıları/kasarlayıcıları, Boyacıları Ve Terbiyecileri"
8154.07,Dik Fırça Makinesi İşçisi
8154.08,Boyama Makinesi Operatörü-Tekstil
8154.09,Empermeabilize İşçisi
8154.1,Fırça Makinesi İşçisi
8154.11,Haşıl Makinesi Operatörü
8154.12,İpek Ağırlaştırıcı
8154.13,İpek Temizleyici
8154.14,İplik Ve Örgü Yünü Kurutucu (Fırında)
8154.15,İplik Ve Örgü Yünü Kurutucu (Makinede)
8154.16,İplik Ve Örgü Yünü Yıkama İşçisi
8154.17,İplik-Elyaf Boyama Makinesi Operatörü
8154.18,Jet Boya Makinesi Operatörü
8154.19,Kord Kadife Parafinleme İşçisi
8154.2,Kord Kadife Polisaj İşçisi
8154.21,Kumaş Boya Hazırlayıcısı
8154.22,Kurutma-Apre Makinesi Operatörü
8154.23,Mensucat Çektirici
8154.24,Mensucat Kalandır Makinesi İşçisi
8154.25,Mensucat Pekleyici
8154.26,Mensucat Tüylendirme Makinesi İşçisi
8154.27,Mensucat Yakma Makinesi İşçisi (Kumaş)
8154.28,Yıkama Makinesi İşçisi (Tekstil)
8154.29,Denim (Jean) Kumaş Yıkama İşçisi
8154.3,Yün Karbonizörcü
8154.31,Boya ve Apre Operatörü
8154.32,Boyama-Yıkama Makinesi Operatörü (Kumaş)
8154.33,Fiksaj İşçisi
8154.34,Apre Hazırlama İşçisi
8154.35,Halat Kasar İşçisi
8154.36,Tekstil Terbiye İşçisi
8154.37,Tekstil Terbiye İşçisi (Boya)
8154.38,Tekstil Terbiye İşçisi (Baskı)
8154.39,Ram Makinesi Operatörü (Tekstil)
8154.4,Spreyci (Tekstil)
8154.41,Fırçacı (Tekstil)
8154.42,Reçineci (Tekstil)
8154.43,Krınkıl Presçi (Tekstil)
8154.44,Zımparacı (Tekstil)
8154.45,Yıpratmacı (Tekstil)
8154.46,Kılçıkçı (Tekstil)
8154.47,Buhar Makinesi İşçisi-Tekstil
8154.48,Merserize Kumaş Makinesi İşçisi
8154.49,Merserize İplik Makinesi İşçisi
8154.5,Ağ Germe Makinesi İşçisi
8154.51,Balon Sıkma Makinesi Operatörü (Tekstil)
8154.52,Boyama (Emdirme) Makinesi Operatörü
8154.53,RAM Makinesi Operatörü Yardımcısı (Ram Arkacı)
8154.54,JET Boya Makinesi Operatörü (Kumaş Boyama)
8154.55,Over Flov Boya Makinesi Operatörü (Kumaş Boyama)
8154.56,Traşçı (Tekstil)
8154.57,Yaş Kumaş Açma Makinesi Operatörü
8154.58,Tekstil Bitim İşleri Operatörü (Apreci))
8154.59,Cımbızcı (Tekstil)
8155.01,Deri Islah İşçisi (Makineyle)
8155.02,"Deri Kesici (Ayakkabı,eldiven Ve Giyecek Hariç) (Makine İle)"
8155.03,Deri Kurutma Makinesi İşçisi
8155.04,Deri Temizleme İşçisi (Makineyle)
8155.05,Deri Ütüleme İşçisi
8155.07,Kürk Elyafı Karıştırma Makinesi Operatörü
8155.08,Post Temizleme İşçisi (Makineyle)
8155.09,Deri-Finisajcı
8155.1,Deri Dolapcı
8155.11,Deri Ayakçı
8155.12,Makine Operatörü (Deri İşlenti)
8156.01,Astar Kesme Makinesi Operatörü (Ayakkabı)
8156.02,Ayakkabı İmalatçısı (Sayacı)
8156.03,Çanta İmalatçısı ve Saraciyeci
8156.04,"Kesici (Makine İle) -Ayakkabı, Çanta Vb."
8156.05,Kösele Çanta İmalatçısı
8156.06,Ayakkabı Taban Basma Makinesi Operatörü
8156.07,Ayakkabı Taban Boyacısı
8156.08,Saya Dikici (Makine İle)
8156.09,Saraciye Dikişçisi
8156.1,Monte Makinesi Operatörü(Ayakkabı)
8156.11,Lazerli Kesim Makinesi Operatörü(Ayakkabı)
8156.12,Saraciye Montajcısı
8156.13,Kösele Kemer İmalatçısı
8157.01,Çamaşırhane Görevlisi
8157.02,Kuru Temizlemeci
8157.03,Ütücü
8157.04,Ara Ütücü
8157.05,Son Ütücü
8157.06,Silindir Ütücü
8157.07,Pres Ütücü
8157.08,Çamaşırhane ve Kuru Temizleme Sorumlusu
8159.01,Dokusuz Yüzey Operatörü (Nezaretçi/Ustabaşı)
8159.02,Reçmeci/Reçme Makinesi Operatörü
8159.03,Bant Verev Makinesi İşçisi
8159.04,"Diğer Bükücüler, Dokuyucular, Trikotajcılar, Boyacılar Ve İlgili İşçiler"
8159.05,"Kalıpçı (Kürk, Keçe Başlık)"
8159.06,Kalıpçı-Yün Keçe Başlık
8159.07,Kaytan İşçisi (Makine İle)
8159.08,Kordon Ve Şerit İşçisi (Makine İle)
8159.09,Ondüle Makinesi İşçisi
8159.1,Vatka Makinesi İşçisi
8159.11,Prese Makinesi Operatörü (Tekstil)
8159.12,Hidrofil Pamuk İmalat İşçisi
8159.13,Sünger Kesim Makinesi Operatörü
8159.14,Zımbacı (Konfeksiyon)
8159.15,CNC Sünger Kesim Makinesi Operatörü
8159.16,Fermuar İmal İşçisi
8159.17,Düğme İmal İşçisi
8159.18,Dokusuz Yüzey Operatörü
8159.19,Formacı  (Çorap)
8159.2,Çocuk Bezi Makinesi Operatörü
8159.21,Şilte Makinesi Operatörü
8159.22,Medikal Maske İmal İşçisi
8160.01,Aralıklı Ve Devamlı/ İşleyen İmbik Reaktör Operatör-Alkollü İçecekler)
8160.02,Ayıklama İşçisi (Konserve İmali) (Makineyle)
8160.03,Bal Sağım Operatörü
8160.04,Balık Yemi İmal İşçisi
8160.05,Bira Filtreleme İşçisi
8160.06,Bisküvi Düzeltme İşçisi
8160.07,Bisküvi Şekillendirme Makinesi Operatörü
8160.08,Boş Şişe Yıkama Makinesi Operatörü
8160.09,Bulgur İmal İşçisi
8160.1,Buz İmal Makinesi Operatörü
8160.11,Çiklet İmal İşçisi
8160.12,Çikolata İmal İşçisi
8160.13,Çikolata Kaplama Makinesi Operatörü
8160.14,Çikolata ve Çikolatalı Ürünler Üretim Operatörü
8160.15,Çikolata ve Kakaolu Krema Hamuru Üretim Operatörü
8160.16,Damga İstif İşçisi (Bisküvi)
8160.17,Değirmen İşçisi (Makarna)
8160.18,Değirmen İşçisi (mısır)
8160.19,Değirmen İşçisi (Baharat)
8160.2,Değirmen İşçisi (Bulgur Dövme)
8160.21,Değirmen İşçisi (Bulgur Kırma)
8160.22,Değirmen İşçisi (Hububat)
8160.23,Değirmen İşçisi (Pirinç)
8160.24,Değirmen İşçisi (Yağlı Tohum)
8160.25,Difüzör Operatörü (Şeker Pancarı)
8160.26,Diğer Başka Yerde Sınıflandırılmamış İçki Ve Gıda Maddeleri İşçileri
8160.27,"Diğer Bira, Şarap Ve İçki İmalat İşçileri"
8160.28,Kahve Ve Kakao Hazırlayıcısı (Barista)
8160.29,"Diğer Değirmen İşçileri (Hububat, Baklagil Ve İlgili Ürünler)"
8160.3,Diğer Sigara İmal İşçileri
8160.31,Diğer Şeker Muamele Ve Tasfiye İşçileri
8160.32,Erişte İmal İşçisi
8160.33,Fermantasyon İşçisi
8160.34,"Fermantasyon İşçisi (Şarap, Bira vb.)"
8160.35,Fıçı Bira Dolum Makinesi Operatörü
8160.36,Fıçı Yıkama Makinesi Operatörü
8160.37,Fırınlama İşçisi-Malt
8160.38,Filizleme İşçisi-Malt
8160.39,Filtreci (Şeker İmalatı)
8160.4,Filtreli Sigara İmal İşçisi (Makineyle)
8160.41,Gıda Maddeleri Dondurucusu (Et Ve Balık)
8160.42,Gıda Maddeleri Dondurucusu (Meyve Ve Sebze)
8160.43,Gofret İmalat İşcisi
8160.44,Gofret Kesme Makinesi Operatörü
8160.45,Hamur Açma Makinesi İşçisi (Bisküvi)
8160.46,Hamurkar (Bisküvi) (Makineyle)
8160.47,Harmancı-Çay
8160.48,Harmancı-Kahve
8160.49,Haşhaş Yağı İmal Ustası
8160.5,Hazır Köfte Paketleme Makinesi Operatörü
8160.51,Hidrojenleme Operatörü (Katı Ve Sıvı Yağlar)
8160.52,Iskarta Açma İşçisi (Bisküvi)
8160.53,Iskarta Değirmen İşçisi (Bisküvi)
8160.54,Karbonizasyon İşçisi (Şeker Tasfiyesi)
8160.55,Kavurucu (Kahve)
8160.56,Kavurucu (Kakao)
8160.57,Kimyasal Hammadde Tartım İşçisi (Bisküvi)
8160.58,Krema Basma Makinesi Operatörü (Bisküvi)
8160.59,Kremacı (Bisküvi)
8160.6,Kristalizasyon Makinesi Operatörü (Şeker Tasfiyesi)
8160.61,Kurutucu (Gıda Maddeleri)
8160.62,Kuruyemiş Harman İşçisi
8160.63,Kuruyemiş İmal İşçisi
8160.64,Magazin Besleme İşçisi (Bisküvi)
8160.65,Makarna İmal İşçisi
8160.66,Malt Kaynatma İşlem Operatörü
8160.67,Markem Makinesi Operatörü (Bisküvi)
8160.68,Marmelat Hazırlama İşçisi (Bisküvi)
8160.69,Marmelat İmal İşçisi
8160.7,Mayonez Ve Sos Hazırlama Operatörü
8160.71,Melanjörcü (Bisküvi)
8160.72,Meyan Balı İmal İşçisi
8160.73,Meyve Presi Operatörü
8160.74,Paketleme Makinesi Operatörü (Peynir)
8160.75,Paketleme Makinesi Operatörü (Tereyağı)
8160.76,Palet Bozma Makinesi Operatörü (Kutu Bira)
8160.77,Pancar Bıçakçısı
8160.78,Pastörize Ustabaşı
8160.79,Pastörizör (Süthane/mandıra)
8160.8,Hazır Köfte İmal İşçisi
8160.81,Leblebi İmal Ustası
8160.82,Peynir İmal Makinesi Operatörü
8160.83,Pipo Tütünü Kıyma Makinesi Operatörü
8160.84,Pişirici-Konserveci (Et Ve Balık)
8160.85,Pişirici (Malt)
8160.86,Pişirici (Şeker İmalatı)
8160.87,Pişirici-Konserveci (Balık)
8160.88,Pişirici-Konserveci (Et)
8160.89,Porsiyonlama Makinası Operatörü (Süt)
8160.9,Pres İşçisi (Küp Ve Kesme Şeker)
8160.91,Pres Operatörü (Yağ)
8160.92,Puro İmal İşçisi (Makineyle)
8160.93,Puro Pudralama Makinesi Operatörü
8160.94,Rafine Makinesi Operatörü (Katı Ve Sıvı Yağlar)
8160.95,Salça Ve İştah Açıcı Maddeler Hazırlama İşçisi
8160.96,Selektör Makinesi Operatörü
8160.97,Sigara İmal İşçisi (Makineyle)
8160.98,Sirke İmal İşçisi
8160.99,Sterilize Pişirme Operatörü-Et Ve Balık Konservesi
8161,Sterilize Pişirme Operatörü-Meyve Ve Sebze Konservesi
8161.01,Sterilizer Makinesi Operatörü (Süthane / Mandıra)
8161.02,Sürmeci (Bisküvi)
8161.03,Süttozu İmal İşçisi
8161.04,Şarap İmal İşçisi
8161.05,Şeker Tasfiye Makinesi Operatörü (Devamlı İşleyen)
8161.06,Şeker Tedarik İşçisi (Bisküvi)
8161.07,Şekerleme İmal İşçisi (Makineyle)
8161.08,Şerbet Tasfiye Ve Koyulaştırma Ustası
8161.09,Tahin İmal İşçisi
8161.1,Tahin Ustası
8161.11,Ton Balığı Kesim Ve Konserveleme İşçisi
8161.12,Un İmal İşçisi
8161.13,Plastik Şişe Düzeltme İşçisi
8161.14,Tütün Kıyma Makinesi Operatörü
8161.15,Uht Operatörü
8161.16,Un Tedarik İşçisi (Bisküvi)
8161.17,Yağ Tedarik İşçisi (Bisküvi)
8161.18,Yıkamacı (Bugday)
8161.19,Şurup Hazırlama İşçisi (Bisküvi)
8161.2,Su Hazırlama İşçisi
8161.21,Pastırma ve Sucuk Dilimleme Makinesi Operatörü
8161.22,Sucuk Dolum Makinesi Operatörü(Doğal Bağırsak)
8161.23,Sucuk Dolum Makinesi Operatörü(Klipsleme)
8161.24,Viyol Baskı Makinesi İşçisi
8161.25,Viyol Makinesi Operatörü
8161.26,Paletleme Makinesi (Paletdizer) Operatörü
8161.27,Çay Kurutma Fırını işçisi
8161.28,Kuruyemiş Sınıflama ve Kalibrasyon Makinesi Operatörü
8161.29,Meyveli Yoğurt İmal İşçisi
8161.3,Kap Yıkama Makinesi Operatörü
8161.31,Tuz İmal İşçisi
8161.32,Tuz Paketleme Makinesi Operatörü
8161.33,Tablet Tuz İmal Ustası
8161.34,Şeker İmal İşçisi
8161.35,Un İmal Ustası
8161.36,Yer Fıstığı Üretim Hazırlama/Kurutma Elemanı
8161.37,Yer Fıstığı Kabuk Kırma Makinesi Operatörü
8161.38,Yer Fıstığı Seçme İşçisi
8161.39,Yer Fıstığı Renk Ayırıcı Makinesi Operatörü
8161.4,Yer Fıstığı Kavurma Makinesi Operatörü
8161.41,Hamurkar (Şeker-Sakız)
8161.42,Bant elemanı
8161.43,Bitkisel Yağ Üretim Operatörü
8161.44,Fırın ve Unlu Mamuller Üretim Operatörü
8161.45,Kaplama Operatörü (Draje)
8161.46,Gıda İşlemecisi
8161.47,Tarhana İmal İşçisi
8161.48,Paketleme Makinesi Operatörü (Makarna)
8161.49,Paketleme Makinesi Operatörü (İrmik)
8161.5,Paketleme Makinesi Operatörü (Un)
8161.51,Hamurkar (Makarna)
8161.52,Bitkisel ve Hayvansal Yağ Üretim Operatörü
8161.53,Fındık Kırma İşçisi
8161.54,Fındık İşleme İşçisi
8161.55,Gıda Kurutma Fırın Operatörü
8161.56,Kuru Baklagil Elemanı
8161.57,Otoklav Operatörü (Konserve İmalatı)
8161.58,Bull Operatörü (Gıda)
8161.59,Yöresel Gıda Ürünleri Üretim Elemanı
8161.6,Maya İmalat İşçisi
8161.61,Kurutulmuş Sebze ve Meyve  Operatörü
8161.62,Su ve Maden Suyu Üretim Elemanı
8161.63,Bal İşleme ve Paketleme İşçisi
8161.64,Çay Üretimi Ve İşleme Elemanı
8161.65,Mısır İşleme Operatörü
8171.01,Beyazlatma Makinesi Operatörü-Kağıt Hamuru
8171.02,Diğer Kağıt Hamuru Hazırlama İşçileri
8171.03,Hamur Eleme Makinesi İşçisi (Kağıt Hamuru)
8171.04,Kazan Operatörü (Kağıt Hamuru)
8171.05,Kesme Makinesi İşçisi (Kağıt Hamuru)
8171.06,Odun Talaşçısı (Kağıt Hamuru)
8171.07,Yoğurma Makinesi Operatörü (Kağıt Hamuru)
8171.08,Yonga Eleme Makinesi İşçisi (Kağıt Hamuru)
8171.09,Yonga Makinesi İşçisi (Kağıt Hamuru)
8171.1,Diğer Kağıt İmalat İşçileri
8171.11,Kağıt Astarlama Makinesi Operatörü
8171.12,Kağıt İmalat Makinesi Operatörü
8171.13,Kağıt İmalat Makinesi Operatörü (Kurutma Kısmı)
8171.14,Mukavva Makinesi Operatörü (Kağıt Hamuru)
8171.15,Süper Kalandır Makinesi Operatörü (Kağıt)
8171.16,Masura Kesim Makinesi Operatörü
8171.17,Kağıt İmal Proses Kumanda Operatörü
8171.18,Kağıt İmal İşçisi
8172.01,Ağaç Biçme Makinesi Operatörü (Hızarcı-Keresteci)
8172.02,Baş Bıçkıcı (Bıçkı Fabrikası)
8172.03,Bıçkı Makinesi Operatörü (Bıçkıcı)
8172.04,"Diğer Bıçkıcılar, Kontrplak İmalatçıları Ve İlgili Ağaç İşlem İşçileri"
8172.05,Elyaf Pres Tezgahı Ayarcı-Operatörü (Elyaflı Plaka İmali) (Ağaç)
8172.06,Fertel Makinesi Ayarcı-Operatörü (Elyaflı Plaka İmali) (Ağaç)
8172.07,Kapak Bıçkı Makinesi Operatörü
8172.08,Kaplamalık Levha Bantlama Makinesi Operatörü (Ağaç)
8172.09,Kaplamalık Levha Dilicisi
8172.1,Katrakt Makinesi Operatörü (Ağaç)
8172.11,Kontrplak Pres Operatörü-Ağaç
8172.12,Kontrplak Tutkal Makinesi Operatörü
8172.13,Seyyar Testere Makinesi Operatörü
8172.14,Şerit Testere Tezgahı Operatörü-Bıçkı Fabrikası
8172.15,Yarma Makinesi Operatörü-Ağaç
8172.16,Yonga Makinesi Ayarcı-Operatörü (Elyaflı Plaka İmalatı) (Ağaç)
8172.17,Emprenye Kağıt Tezgahı Operatörü
8172.18,Ahşap Kaplama Pres Operatörü
8172.19,Kalem Katrak Makinesi Operatörü
8172.2,Ham Kalem İz Açma Makinesi Operatörü
8172.21,Kalem Takoz Kesim İşçisi
8172.22,Ham Kalem Sandviç İşçisi
8172.23,Kalem Başkesme Makinesi Operatörü
8172.24,Kalem Dip Yuvarlama Makinesi Operatörü
8172.25,Ham Kalem Profil Makinesi Operatörü
8172.26,Kalem Uç Açma Makinesi Operatörü
8172.27,Kalem Bölme Makinesi Operatörü
8172.28,Kalem Silgi Takma Makinesi Operatörü
8172.29,Kalem Folyo Sarma Makinesi Operatörü
8172.3,Kalem Boyama Makinesi Operatörü
8172.31,Kalem Baskı Makinesi Operatörü
8172.32,Kalem Mercanlamacı
8172.34,Ebatlama Makinesi Operatörü (Ahşap)
8172.35,Yonga-Ağaç Eleme Makinesi İşçisi
8181.01,Cam Boru İmal İşçisi
8181.02,Cam Boru Ve Tüp Kesici (Alevle)
8181.03,Cam Eşya Kesici (Alevle)
8181.04,Cam Eşya Kesici (Makineyle)
8181.05,Cam Eşya Taşlama Makinesi Operatörü
8181.06,Cam Hadde Makinesi Operatörü
8181.07,Cam Levha Kesme Ve Koparma Makinesi Operatörü
8181.08,Cam Levha Parlatıcısı
8181.09,Cam Pres Makinesi Operatörü
8181.1,Cam Tavcısı
8181.11,Cam Üfleme Makinesi Operatörü
8181.12,Cam Ve Cam Eşya Rodajcısı
8181.13,Çömlek Ve Porselen Taşlama İşçisi (Makineyle)
8181.14,Çömlek Ve Porselen Tornacısı (Makineyle)
8181.15,Diğer Cam Ve Seramik Fırın İşçileri
